Radiation-Temp,Wrist_Skin_Temperature,GSR,Ambient_Temperature,Ambient_Humidity,Label
23.9,29.01,0.16826301,25.8,25.0,0
22.5,28.99,0.212074301,25.7,24.0,0
27.3,33.0,0.361614142,30.1,17.0,2
29.3,33.65,0.533171024,32.8,15.0,2
19.6,30.21,0.119618869,21.2,32.0,-2
20.3,29.93,0.072432275,21.5,32.0,-1
22.8,29.21,0.224041149,26.1,23.0,1
23.1,28.95,0.148794285,25.7,26.0,0
30.5,34.57,0.439864452,32.1,14.0,0
19.9,30.05,0.233454639,21.6,33.0,-2
24.3,31.6,0.218471756,28.4,22.0,1
24.1,31.61,0.42347481,27.7,21.0,1
19.7,30.21,0.204017248,20.9,34.0,-2
28.7,33.65,0.466043907,32.7,14.0,2
24.8,31.59,0.293328903,29.2,20.0,1
24.8,31.77,0.265511631,28.1,20.0,1
29.7,34.0,0.275694592,33.3,13.0,2
24.0,32.04,0.287030455,30.9,20.0,1
24.5,31.56,0.209589253,28.8,22.0,1
19.8,30.07,0.202243888,21.4,33.0,-2
25.1,32.54,0.369969032,28.3,21.0,1
19.6,30.16,0.244182604,21.0,33.0,-2
21.2,29.13,0.170252454,24.5,25.0,0
22.5,29.22,0.218246312,26.4,23.0,0
19.9,30.16,0.117629155,20.8,33.0,-2
30.5,34.59,0.307595341,31.8,16.0,0
28.0,33.45,0.521739248,32.6,14.0,2
21.2,29.36,0.104884852,24.7,28.0,-1
22.1,28.87,0.356606713,26.3,24.0,0
30.5,34.52,0.449897936,32.1,14.0,0
19.6,30.09,0.091975098,21.7,32.0,-2
22.1,29.08,0.158135856,23.4,24.0,0
21.1,29.4,0.021256219,21.4,33.0,-1
19.9,30.05,0.097374655,20.5,33.0,-2
19.9,30.21,0.263627962,20.4,32.0,-2
29.0,34.11,0.506786362,33.5,15.0,2
25.5,32.04,0.281644385,27.6,21.0,1
23.5,28.94,0.186144637,24.3,25.0,0
26.0,31.79,0.21859494,30.5,22.0,1
24.3,31.04,0.364795462,27.7,22.0,1
22.8,29.03,0.130117006,24.7,25.0,-1
26.3,32.54,0.258160076,29.5,18.0,2
29.5,33.63,0.530731951,32.2,15.0,2
28.5,33.51,0.498046566,29.9,15.0,2
30.5,34.55,0.429421387,32.6,14.0,0
24.3,31.57,0.207690148,27.1,22.0,1
23.2,28.91,0.205329016,26.5,25.0,0
22.5,29.1,0.128643309,24.2,25.0,-1
22.9,29.11,0.242804811,24.8,24.0,0
27.4,32.48,0.262725305,29.6,19.0,2
23.6,29.14,0.272483286,27.8,22.0,1
21.4,29.6,0.008967168,22.4,29.0,-1
24.4,30.94,0.353479582,27.7,21.0,1
20.8,29.78,0.03070333,24.1,29.0,-1
27.9,32.8,0.238044849,30.3,17.0,2
22.4,29.01,0.213490603,24.2,25.0,0
21.7,29.35,0.036206716,25.3,28.0,-1
22.2,29.13,0.439677816,26.3,23.0,0
25.8,32.58,0.455121718,30.3,21.0,1
20.0,30.23,0.185561736,20.4,34.0,-2
22.7,29.23,0.192141915,26.1,23.0,0
21.4,28.93,0.378289611,26.8,23.0,1
21.0,29.56,0.015720488,23.1,28.0,-1
26.7,32.7,0.378979054,31.2,17.0,2
25.8,30.69,0.363078725,29.0,21.0,1
27.8,32.91,0.105770528,30.2,18.0,2
22.9,29.48,0.454362857,27.2,15.0,0
23.2,28.91,0.179965504,27.1,25.0,0
24.5,31.46,0.346789929,29.2,20.0,1
19.8,30.14,0.236936671,20.4,34.0,-2
20.3,29.46,0.015340577,21.7,33.0,-1
28.9,33.85,0.472332876,33.4,14.0,2
19.8,30.26,0.211035843,20.8,33.0,-2
29.0,33.99,0.455636335,33.5,15.0,2
24.6,31.56,0.225371667,28.3,22.0,1
20.0,30.13,0.090918346,20.4,32.0,-2
19.8,30.09,0.193131355,21.8,31.0,-2
21.7,29.68,0.117127558,22.2,28.0,-1
23.0,29.12,0.188387734,24.2,25.0,0
19.7,30.13,0.188813686,21.0,34.0,-2
22.2,29.68,0.029583879,22.3,27.0,-1
22.8,29.02,0.14986053,25.2,25.0,0
22.4,29.11,0.172391562,25.8,25.0,0
25.8,31.83,0.291952767,29.3,20.0,1
19.8,30.18,0.107891827,20.8,34.0,-2
24.0,30.87,0.404720149,27.6,22.0,1
21.7,29.47,0.008967168,24.1,28.0,-1
25.8,31.46,0.268842909,28.9,21.0,1
28.0,33.24,0.209177691,30.8,16.0,2
26.2,32.56,0.442320564,30.3,21.0,2
22.9,28.85,0.168723705,26.8,25.0,0
25.6,32.6,0.195876906,28.6,21.0,1
30.5,34.41,0.464977136,33.0,15.0,0
22.6,28.95,0.220781711,25.8,24.0,0
20.1,30.15,0.23188917,20.5,32.0,-2
30.5,34.59,0.425868991,33.5,13.0,0
24.2,30.96,0.34571021,27.9,22.0,1
22.0,29.53,0.100376141,24.9,28.0,-1
20.3,29.32,0.03164174,22.1,27.0,-1
23.0,28.91,0.196761524,26.1,24.0,0
22.0,29.58,0.020691942,23.0,28.0,-1
30.3,33.98,0.376326597,33.8,13.0,2
30.5,34.39,0.437437632,33.7,13.0,2
19.9,30.15,0.252799516,20.6,34.0,-2
21.3,28.91,0.239444042,27.1,24.0,0
25.6,32.54,0.33102214,29.2,21.0,1
19.7,30.13,0.222996561,20.9,32.0,-2
19.8,30.17,0.236936934,21.2,34.0,-2
30.4,34.59,0.45297605,33.1,15.0,0
24.7,30.96,0.393800874,28.8,22.0,1
24.1,29.69,0.410536599,28.7,22.0,1
23.3,28.92,0.369263326,26.1,23.0,0
25.4,32.49,0.232580764,28.6,20.0,1
19.7,30.17,0.231197056,20.9,33.0,-2
22.1,29.61,0.03678232,24.5,28.0,-1
26.1,31.81,0.277982085,28.8,20.0,1
19.6,30.18,0.031223733,20.4,32.0,-2
24.4,31.5,0.319269076,28.9,21.0,1
19.7,30.04,0.235804473,20.7,31.0,-2
28.7,34.07,0.42795985,33.9,13.0,2
24.3,28.97,0.369085725,27.2,21.0,1
19.6,30.03,0.211133576,20.4,32.0,-2
27.2,32.82,0.304392698,29.8,14.0,2
20.3,29.79,0.008967168,23.4,32.0,-1
30.5,34.54,0.457739718,32.7,15.0,0
24.2,29.54,0.425478117,27.6,22.0,1
20.2,29.51,0.091995903,22.3,32.0,-1
26.1,33.19,0.23441726,30.0,19.0,2
20.4,29.81,0.024966507,22.4,29.0,-1
19.6,30.2,0.202664244,21.2,33.0,-2
20.8,29.59,0.105425296,21.1,33.0,-2
19.7,30.27,0.112799686,20.4,32.0,-2
19.8,30.09,0.24687168,21.4,33.0,-2
19.7,30.06,0.251435953,20.9,32.0,-2
30.5,34.14,0.499476105,33.7,14.0,2
19.8,30.22,0.235951537,20.7,33.0,-2
30.5,34.34,0.430209039,33.6,14.0,2
21.7,29.76,0.013349544,22.3,28.0,-1
30.4,34.58,0.453513468,33.3,14.0,0
30.0,34.25,0.479317666,33.7,14.0,0
29.2,33.01,0.497468393,33.5,13.0,2
21.2,29.28,0.088771164,24.3,29.0,-1
20.2,30.08,0.166713314,21.6,32.0,-1
22.8,29.42,0.393354529,27.5,22.0,1
25.5,34.1,0.288294887,30.8,14.0,2
26.0,32.65,0.443398856,28.4,20.0,1
25.7,32.56,0.109700571,29.4,19.0,2
22.3,29.92,0.02327692,25.2,29.0,-1
30.4,34.59,0.488904417,31.9,13.0,0
27.7,32.57,0.44676679,29.9,19.0,2
24.1,31.08,0.434666685,27.5,22.0,1
21.6,29.31,0.093740867,24.2,29.0,-1
21.9,29.48,0.121448077,23.7,29.0,-1
22.8,29.01,0.497236013,25.7,24.0,0
24.7,31.46,0.321189028,27.4,22.0,1
22.6,28.92,0.215002688,25.7,25.0,0
22.5,29.26,0.256628876,24.1,25.0,0
19.7,30.05,0.108320277,21.3,33.0,-2
30.5,34.59,0.440654257,32.8,13.0,0
19.8,30.11,0.267322967,20.7,33.0,-2
26.9,33.02,0.260345756,30.3,18.0,2
22.9,29.14,0.190210096,25.8,24.0,0
24.4,31.05,0.358738379,27.5,22.0,1
27.3,32.87,0.230539859,30.9,17.0,2
24.3,30.87,0.31890787,28.1,21.0,1
23.1,29.08,0.221413992,26.5,24.0,0
22.3,29.09,0.136540604,25.6,24.0,-1
22.4,28.98,0.179641057,24.9,23.0,0
25.5,32.61,0.382748633,28.7,21.0,1
19.8,30.11,0.102022247,20.7,33.0,-2
29.5,33.94,0.484352201,33.6,14.0,2
23.6,29.21,0.176595438,26.8,25.0,0
23.5,29.46,0.152552374,24.6,24.0,0
19.7,29.99,0.22583521,20.4,31.0,-2
25.8,32.54,0.281912691,28.5,21.0,1
21.2,29.62,0.026796297,24.8,28.0,-1
23.7,28.97,0.191084689,27.4,24.0,0
22.4,29.02,0.371852023,25.7,25.0,0
21.6,29.36,0.105234483,24.6,29.0,-1
24.3,31.58,0.394055992,27.8,22.0,1
25.7,29.63,0.210884456,28.5,22.0,1
19.6,30.11,0.202379864,21.1,33.0,-2
27.0,32.71,0.287623229,30.0,17.0,2
30.4,34.22,0.445145797,33.8,14.0,2
20.3,29.73,0.088501026,26.3,31.0,-1
22.2,29.26,0.088430505,20.8,29.0,-1
24.6,31.14,0.400662515,27.6,22.0,1
22.7,29.26,0.133172292,25.0,25.0,-1
19.6,30.13,0.242750388,20.8,33.0,-2
25.8,32.64,0.419721127,28.8,21.0,1
25.4,32.5,0.346284882,28.7,21.0,1
19.9,30.12,0.191664412,20.4,32.0,-2
29.4,34.14,0.495535743,33.6,14.0,2
24.1,31.59,0.429416624,28.0,22.0,1
21.6,29.54,0.197067974,24.4,30.0,-1
26.2,32.62,0.441183738,28.5,20.0,1
30.2,34.19,0.446375425,33.8,13.0,2
30.1,34.38,0.490800625,32.3,15.0,0
22.0,28.92,0.107923032,25.0,26.0,-1
20.2,29.9,0.092555628,22.8,32.0,-1
20.7,29.68,0.01823678,24.9,29.0,-1
24.6,31.54,0.344896334,28.1,22.0,1
24.3,32.02,0.344853928,26.2,21.0,1
19.6,30.15,0.227814248,20.7,33.0,-2
24.6,31.56,0.227263364,29.4,22.0,1
20.1,29.91,0.083215122,22.4,28.0,-1
21.7,29.27,0.117893818,24.2,28.0,-1
21.9,29.83,0.025413275,22.1,30.0,-1
19.7,30.07,0.224695048,20.8,33.0,-2
19.6,30.13,0.120545354,21.1,33.0,-2
19.7,30.1,0.254199517,21.3,32.0,-2
21.5,29.34,0.107819383,25.6,30.0,-1
30.0,34.36,0.476567288,33.5,13.0,2
29.4,34.16,0.529663211,33.6,14.0,2
21.1,29.52,0.118711672,25.1,29.0,-1
29.2,34.18,0.442278384,33.5,14.0,2
19.8,29.39,0.01539248,22.3,32.0,-1
30.2,34.18,0.408598132,33.8,13.0,2
22.5,29.6,0.022977154,25.0,28.0,-1
19.6,30.1,0.207952682,20.4,34.0,-2
28.0,32.97,0.385388603,29.5,18.0,2
30.4,34.27,0.440193178,33.7,14.0,2
22.5,28.98,0.360929077,26.3,24.0,0
29.2,33.69,0.489398858,32.7,16.0,2
24.3,31.52,0.222109267,29.7,22.0,1
21.9,29.17,0.164243134,26.7,24.0,0
19.6,30.05,0.11968776,21.6,33.0,-2
24.6,31.56,0.354878789,29.3,22.0,1
29.6,33.49,0.443749482,32.5,18.0,2
19.9,30.17,0.083560713,21.0,33.0,-2
26.5,32.83,0.201993373,30.6,17.0,2
21.7,29.25,0.106480789,24.9,27.0,-1
19.7,30.11,0.237326783,20.9,32.0,-2
19.6,30.0,0.221288105,20.4,34.0,-2
20.1,29.65,0.07294652,23.0,29.0,-1
29.6,33.28,0.542789301,32.5,15.0,2
29.6,33.48,0.527598141,32.2,14.0,2
20.3,29.85,0.019302399,21.9,32.0,-1
30.2,34.33,0.408640687,33.7,13.0,2
29.4,33.35,0.664838679,32.2,14.0,2
19.6,30.1,0.196589517,20.9,34.0,-2
22.3,29.68,0.108406585,25.1,28.0,-1
19.7,30.1,0.239585885,21.1,33.0,-2
22.7,28.96,0.371873259,26.6,23.0,1
19.9,30.14,0.095023441,20.4,32.0,-2
30.5,34.59,0.550096693,33.2,15.0,0
19.8,29.65,0.210351404,20.5,33.0,-2
20.2,29.44,0.022972319,23.2,29.0,-1
20.3,29.75,0.094391712,21.9,31.0,-1
24.2,30.71,0.39054572,28.6,21.0,1
24.3,30.9,0.349869636,27.5,21.0,1
27.0,33.0,0.109429189,30.2,18.0,2
22.2,29.27,0.354765742,27.3,24.0,1
29.5,33.31,0.444829489,32.5,15.0,2
21.3,29.39,0.101403365,24.2,28.0,-1
22.1,29.18,0.129699924,22.8,29.0,-1
30.4,34.1,0.45325311,33.7,13.0,2
28.5,33.75,0.44435266,32.0,15.0,2
23.0,28.97,0.193523048,26.4,24.0,0
25.1,32.58,0.213660434,29.5,21.0,1
23.4,29.09,0.170900572,24.7,25.0,0
21.8,29.47,0.114306232,22.6,32.0,-1
22.8,29.01,0.15016956,24.7,25.0,0
24.7,29.26,0.365440289,26.8,22.0,1
26.8,32.55,0.310411251,30.1,19.0,2
19.8,30.08,0.243691136,20.7,34.0,-2
27.3,33.15,0.467736834,30.1,18.0,2
30.5,34.51,0.49089458,32.2,14.0,0
20.2,30.12,0.106941971,21.1,33.0,-2
26.0,31.9,0.284988395,30.3,21.0,1
19.9,30.18,0.220511192,20.4,31.0,-2
30.3,34.25,0.464718753,33.7,14.0,2
26.0,31.97,0.274690957,28.5,21.0,1
23.5,32.07,0.300899716,27.1,24.0,1
25.5,32.54,0.294637132,29.1,19.0,2
30.4,34.39,0.446301422,32.4,15.0,0
30.5,34.0,0.446446576,33.4,13.0,2
25.9,30.93,0.362526767,27.9,21.0,1
19.9,30.13,0.226815564,20.8,34.0,-2
19.7,30.06,0.196264603,21.3,33.0,-2
20.9,29.4,0.098311904,24.6,30.0,-1
20.9,29.42,0.074992165,21.3,29.0,-1
25.8,32.84,0.318793413,30.3,21.0,2
21.8,29.03,0.216541854,25.4,25.0,0
26.3,32.6,0.269139533,29.8,19.0,2
30.2,34.02,0.477748823,33.4,13.0,2
23.7,29.46,0.115009347,24.1,28.0,-1
21.7,29.68,0.032554795,24.4,28.0,-1
24.1,31.74,0.273941973,29.2,21.0,1
25.9,32.93,0.415878331,29.1,20.0,1
24.1,29.16,0.109024172,25.1,28.0,-1
22.4,29.06,0.226477214,25.4,25.0,0
22.5,28.93,0.254394788,23.7,24.0,0
28.4,33.55,0.450014099,32.4,15.0,2
24.5,31.48,0.290210486,27.8,21.0,1
19.7,30.12,0.117709475,20.4,31.0,-2
23.7,28.93,0.320749097,25.8,24.0,0
21.8,29.05,0.391226494,27.4,23.0,1
19.9,30.07,0.192172074,21.6,32.0,-2
25.3,32.5,0.229165092,30.7,19.0,2
21.4,29.05,0.199621419,25.9,24.0,0
24.2,30.9,0.326051827,27.8,21.0,1
23.8,28.91,0.299238634,27.3,23.0,1
24.5,31.53,0.333815467,27.8,22.0,1
22.1,29.04,0.192625803,24.9,24.0,0
20.1,29.68,0.019394177,22.9,28.0,-1
19.6,30.23,0.223558426,20.9,33.0,-2
30.2,34.3,0.445525184,33.6,14.0,2
23.0,29.12,0.111835848,25.3,28.0,-1
22.2,29.53,0.107613461,23.8,29.0,-1
30.0,34.09,0.231549706,33.8,14.0,2
26.9,32.97,0.464336027,30.6,17.0,2
23.4,28.85,0.265282272,26.1,24.0,0
19.8,30.17,0.216776194,20.7,32.0,-2
29.3,33.4,0.484820904,32.8,14.0,2
24.8,31.08,0.397116492,27.7,21.0,1
22.9,30.9,0.403083675,28.1,23.0,1
28.0,33.6,0.518599593,32.8,17.0,2
21.6,29.04,0.207226636,27.0,25.0,0
19.9,30.19,0.244909103,20.4,33.0,-2
20.3,29.46,0.093449363,22.8,28.0,-1
27.5,33.0,0.311067952,30.3,17.0,2
21.5,29.54,0.022802322,25.5,28.0,-1
19.7,30.14,0.213333534,20.6,31.0,-2
30.4,34.59,0.410743529,31.6,14.0,0
22.2,28.89,0.183566628,26.3,24.0,0
20.8,29.95,0.127172437,23.8,22.0,-1
21.6,29.51,0.086056346,25.4,30.0,-1
19.7,30.04,0.220312213,21.2,32.0,-2
19.8,29.93,0.049298277,22.3,31.0,-1
30.3,34.09,0.528088728,33.6,14.0,2
25.7,33.26,0.413342422,28.6,20.0,1
29.4,33.35,0.459991164,32.6,15.0,2
19.8,30.2,0.263051154,20.8,34.0,-2
24.4,30.69,0.339718978,28.1,22.0,1
29.0,33.42,0.489978588,33.0,14.0,2
21.6,29.29,0.0262688,21.7,29.0,-1
24.5,31.5,0.356325348,28.1,21.0,1
19.7,30.12,0.225546473,20.4,33.0,-2
22.3,29.11,0.110817105,23.3,25.0,-1
22.7,29.02,0.199080458,24.9,25.0,0
19.7,30.02,0.243384924,20.7,33.0,-2
19.6,30.1,0.200590318,21.1,32.0,-2
20.2,29.43,0.073960693,22.3,29.0,-1
25.2,32.03,0.217405971,28.6,21.0,1
19.6,30.19,0.229557196,21.3,33.0,-2
29.5,33.85,0.445632166,33.4,14.0,2
24.2,30.86,0.374046169,27.7,22.0,1
22.1,29.37,0.125410173,24.3,26.0,-1
30.1,34.47,0.343253544,33.5,15.0,0
19.6,30.26,0.112510057,21.1,34.0,-2
22.4,28.92,0.214788872,25.4,23.0,0
23.1,29.24,0.231408887,25.0,25.0,0
20.2,29.94,0.008967168,23.5,33.0,-1
19.8,30.11,0.279766948,20.8,33.0,-2
19.9,30.19,0.200355106,20.5,33.0,-2
23.5,28.91,0.214354331,25.6,26.0,0
19.6,30.26,0.244048679,20.9,33.0,-2
22.3,29.0,0.195033965,24.6,25.0,0
30.5,34.49,0.49237018,31.4,14.0,0
19.8,30.2,0.217893436,22.2,34.0,-2
19.9,30.08,0.233908099,20.5,34.0,-2
27.2,33.03,0.276908909,30.9,18.0,2
22.9,29.0,0.379940958,26.7,23.0,1
25.5,32.74,0.324532709,28.4,21.0,1
21.1,29.21,0.132149351,24.3,26.0,-1
23.8,29.67,0.045212867,27.6,22.0,1
19.8,30.11,0.096888113,20.4,33.0,-2
26.6,32.94,0.275642291,31.3,18.0,2
28.2,33.88,0.294385288,33.7,32.0,2
25.6,32.58,0.450244283,31.2,20.0,1
24.2,29.2,0.211111537,24.7,26.0,0
26.9,32.83,0.297737132,31.9,17.0,2
19.6,30.17,0.22246353,21.7,34.0,-2
20.3,29.84,0.095367681,22.2,28.0,-1
24.1,32.05,0.304347746,30.2,21.0,1
25.7,32.14,0.302856907,30.0,21.0,1
25.3,32.58,0.38179037,28.5,20.0,1
19.8,30.1,0.106383775,20.4,33.0,-2
24.2,29.97,0.097336358,27.8,22.0,1
19.8,30.07,0.263085949,21.1,32.0,-2
25.8,32.56,0.191430193,29.4,21.0,1
27.8,33.66,0.290191807,33.0,17.0,2
19.8,30.17,0.220281804,21.0,32.0,-2
20.9,29.47,0.084559636,24.3,29.0,-1
21.9,28.9,0.209398087,24.2,26.0,0
22.2,29.36,0.130946278,24.5,28.0,-1
23.4,28.85,0.250087166,22.6,24.0,0
24.1,31.06,0.36352926,28.4,22.0,1
23.5,29.39,0.040078234,26.3,22.0,1
23.3,29.32,0.401232438,27.7,23.0,1
22.0,29.19,0.137102567,24.1,27.0,-1
24.5,31.03,0.352743738,27.5,22.0,1
21.7,29.29,0.108092688,24.8,29.0,-1
24.1,29.13,0.438025421,26.6,23.0,0
24.4,29.04,0.448340869,26.4,23.0,0
19.7,30.17,0.204625796,21.1,33.0,-2
20.0,30.2,0.245990816,20.8,32.0,-2
20.3,29.58,0.070057378,22.5,32.0,-1
26.0,33.13,0.280813526,28.7,21.0,1
19.6,30.15,0.106324669,20.9,33.0,-2
19.9,30.17,0.208586176,21.1,32.0,-2
22.4,29.07,0.173833322,25.4,24.0,0
22.4,28.85,0.185143673,25.5,23.0,0
20.1,29.79,0.014791441,22.3,32.0,-1
20.1,29.81,0.011533571,21.4,32.0,-1
27.2,32.85,0.373103319,31.2,17.0,2
29.5,33.57,0.465706338,32.6,15.0,2
30.5,34.47,0.47278787,33.2,15.0,0
21.8,29.37,0.017645006,22.1,31.0,-1
23.2,28.97,0.348969424,25.6,24.0,0
19.9,30.23,0.020527183,20.7,33.0,-2
23.0,29.05,0.489997473,26.0,15.0,0
23.4,31.6,0.294551736,27.9,21.0,1
22.6,28.94,0.162748204,25.3,26.0,0
28.1,32.71,0.220438898,31.1,17.0,2
29.1,29.1,0.341438121,26.4,15.0,0
22.5,28.99,0.03077422,26.4,24.0,0
22.7,29.36,0.195801176,23.8,28.0,-1
24.7,31.5,0.321708302,28.0,22.0,1
30.4,34.59,0.505949045,32.3,14.0,0
20.9,28.88,0.104276384,25.1,25.0,-1
19.8,30.13,0.18429928,21.2,33.0,-2
30.5,34.57,0.435514872,32.4,15.0,0
21.9,29.8,0.017583502,22.8,28.0,-1
29.1,33.57,0.500792574,33.1,14.0,2
25.9,32.54,0.400729981,28.4,20.0,1
25.3,32.52,0.438072679,29.0,20.0,1
19.7,30.14,0.234635208,20.9,34.0,-2
21.8,29.56,0.092811056,23.9,25.0,-1
