Radiation-Temp,Wrist_Skin_Temperature,GSR,Ambient_Temperature,Ambient_Humidity,Label
27.6,33.95,0.374319221,30.9,16.0,2
27.9,33.72,0.285539038,28.9,22.0,1
30.3,34.55,0.485233695,32.4,14.0,2
25.9,30.78,0.335400018,29.0,17.0,0
29.7,34.14,0.160779999,29.2,16.0,1
25.5,31.73,0.256562304,30.3,23.0,1
20.2,30.15,0.295804015,28.7,19.0,2
30.5,34.59,0.376681549,32.8,17.0,2
30.5,34.59,0.725752699,33.9,14.0,2
29.9,34.4,0.261763479,33.0,15.0,2
19.6,31.64,0.305428512,27.1,26.0,2
26.9,32.46,0.256010056,27.3,18.0,2
29.9,30.28,0.383342076,30.8,22.0,2
21.6,28.93,0.341678731,20.4,34.0,-2
20.6,30.03,0.276719035,25.5,21.0,1
27.0,33.14,0.266355251,30.2,15.0,1
20.7,29.8,0.128031012,25.5,24.0,1
26.5,34.5,0.365087341,33.2,15.0,2
27.5,34.57,0.320853927,32.2,17.0,2
28.2,34.26,0.474204437,31.4,17.0,2
22.6,28.86,0.169475737,20.4,30.0,-2
24.2,29.16,0.204531931,20.8,31.0,-2
26.8,30.05,0.409175872,28.7,17.0,1
23.0,30.5,0.103649358,24.7,24.0,0
19.7,31.29,0.264290195,27.8,22.0,2
29.8,34.45,0.476320015,32.6,16.0,2
26.0,34.57,0.477744683,33.4,15.0,2
27.0,30.61,0.362341675,29.2,16.0,0
27.9,31.51,0.35381187,30.4,17.0,0
24.1,29.36,0.450254304,26.1,19.0,0
24.7,29.95,0.294111958,28.1,25.0,1
29.8,31.41,0.352858136,31.3,17.0,-1
23.4,30.55,0.116050415,26.8,22.0,1
27.6,31.84,0.4070312,33.4,17.0,2
20.3,29.98,0.09476394,21.9,26.0,-1
23.8,33.26,0.474637651,30.5,15.0,2
21.4,29.07,0.098572533,23.0,25.0,-2
20.8,29.08,0.249624616,23.8,26.0,-1
30.0,31.82,0.125105078,29.2,17.0,0
30.1,34.57,0.392926793,29.7,17.0,2
19.6,30.03,0.158385631,27.7,19.0,2
30.0,30.33,0.48474461,32.0,15.0,2
20.3,28.93,0.234874942,24.2,23.0,1
21.9,30.25,0.160711069,23.0,24.0,1
28.6,32.2,0.168139181,30.5,16.0,1
29.4,34.56,0.314311436,33.6,14.0,2
19.9,29.15,0.163415625,20.5,29.0,0
30.1,34.25,0.464954997,33.5,14.0,2
27.3,33.65,0.270040785,32.3,16.0,1
20.1,28.93,0.094800539,23.4,23.0,-1
27.5,32.5,0.350123977,27.7,19.0,1
29.8,29.82,0.472567573,28.1,18.0,2
29.6,32.41,0.436451716,33.6,14.0,1
27.8,32.0,0.300773788,27.5,25.0,0
30.0,34.4,0.240437181,31.8,16.0,2
28.1,34.45,0.423013567,33.9,14.0,2
29.5,31.21,0.297805564,28.2,20.0,1
27.0,34.17,0.160600564,30.4,17.0,-1
25.9,33.3,0.197731801,28.3,22.0,2
30.5,34.58,0.322177267,33.9,14.0,2
23.0,29.28,0.27163019,24.5,23.0,-2
19.6,28.89,0.31621538,21.5,32.0,1
30.3,32.84,0.511972995,33.7,15.0,2
21.8,29.06,0.185039015,23.3,29.0,-2
20.8,28.89,0.254872377,27.2,21.0,1
30.2,34.46,0.361763712,31.9,15.0,1
28.5,33.82,0.254093345,25.5,22.0,-2
25.5,29.92,0.064761126,24.2,21.0,-2
29.2,34.32,0.376088903,32.9,16.0,2
23.6,30.03,0.153400381,26.0,18.0,0
19.7,28.87,0.166540511,26.1,28.0,2
30.3,34.57,0.498423598,33.4,15.0,2
30.3,34.54,0.639027717,32.9,14.0,2
30.0,32.64,0.488732062,32.5,16.0,1
22.0,29.23,0.240774266,24.6,23.0,1
29.4,34.55,0.403272062,30.8,16.0,2
25.5,30.77,0.40598926,32.6,15.0,2
27.6,32.87,0.302696808,31.1,18.0,2
28.7,34.33,0.094217918,27.6,21.0,1
25.3,31.5,0.334773618,31.2,15.0,0
21.2,30.09,0.327797382,25.0,25.0,2
21.0,31.95,0.318637828,30.7,20.0,2
20.5,29.46,0.350652826,24.6,28.0,1
30.3,34.58,0.49755461,33.8,14.0,2
29.5,33.1,0.303900297,29.4,16.0,2
19.8,32.99,0.221600579,30.7,21.0,2
29.9,34.57,0.457228578,32.5,16.0,2
28.1,30.58,0.285047014,26.3,19.0,1
26.2,29.94,0.348640018,26.1,23.0,1
20.2,28.97,0.488678246,26.9,26.0,1
29.8,34.04,0.285146329,31.5,15.0,2
30.0,34.43,0.2420505,30.9,15.0,1
21.5,31.68,0.140883676,29.0,19.0,2
22.8,28.99,0.214940203,24.7,21.0,1
21.7,28.96,0.009655846,20.8,26.0,-1
22.8,28.86,0.139016983,24.9,23.0,-1
27.5,32.93,0.179929994,29.3,15.0,1
29.3,33.07,0.205486536,30.1,16.0,1
27.9,34.2,0.399223483,31.0,17.0,2
24.1,31.83,0.476389626,32.3,16.0,2
28.0,32.01,0.314259934,30.8,16.0,0
29.0,31.48,0.277508038,30.4,16.0,1
30.1,33.23,0.396142837,29.4,18.0,0
28.9,31.45,0.294829202,29.4,19.0,2
29.9,34.26,0.62952671,32.2,17.0,2
30.0,32.14,0.421020554,30.3,18.0,1
30.3,34.55,0.479888251,33.7,15.0,2
21.5,28.92,0.039041191,21.7,27.0,-1
27.1,32.07,0.185301014,28.7,18.0,1
27.9,34.2,0.419875924,32.7,16.0,1
20.3,29.87,0.318060121,28.0,26.0,2
20.0,29.28,0.294573895,20.7,33.0,-1
20.6,30.88,0.291726224,29.3,15.0,2
30.0,34.5,0.490434486,32.6,15.0,2
24.0,32.04,0.23982642,25.0,26.0,2
29.9,30.57,0.33244266,32.2,15.0,1
26.4,34.41,0.433434285,31.5,16.0,2
30.3,31.26,0.323917263,27.6,22.0,-1
28.9,29.81,0.213623498,30.3,17.0,1
24.6,34.47,0.243791806,33.1,14.0,2
26.1,32.86,0.304148577,27.3,18.0,-1
23.5,32.21,0.110227169,23.8,27.0,-2
25.7,33.17,0.367683226,28.7,20.0,1
23.5,30.85,0.362044042,30.6,15.0,2
28.5,34.47,0.416231627,33.5,15.0,2
28.3,33.38,0.214348213,29.4,17.0,-1
22.7,32.07,0.342429899,31.2,16.0,2
24.3,30.24,0.083484757,29.2,21.0,2
26.6,32.12,0.283059737,24.0,27.0,1
25.4,30.04,0.26958628,29.1,15.0,2
26.0,29.85,0.345266085,26.2,22.0,1
29.9,33.84,0.404413537,32.4,16.0,2
28.5,31.38,0.238881558,28.1,19.0,2
25.3,32.25,0.240057467,28.8,17.0,2
26.4,34.44,0.350174123,29.0,19.0,1
26.3,32.96,0.259916163,32.8,18.0,2
25.9,33.75,0.323344507,26.4,23.0,1
30.5,33.07,0.582522534,32.6,15.0,1
23.5,29.61,0.31982475,23.5,27.0,1
19.9,28.85,0.099638805,20.4,32.0,-2
24.7,29.85,0.295259211,22.3,27.0,-1
23.0,30.71,0.133465062,21.9,29.0,-2
28.2,34.24,0.263943712,31.0,20.0,1
30.5,34.59,0.494271161,33.7,14.0,2
30.2,34.38,0.504474812,32.8,15.0,2
25.0,30.87,0.215356156,25.8,22.0,1
27.3,32.93,0.468767415,32.0,17.0,2
25.0,29.97,0.203682712,24.0,25.0,0
20.0,28.89,0.143272968,22.1,27.0,1
28.1,34.52,0.344149817,32.3,18.0,2
29.0,34.05,0.473268021,31.8,16.0,2
28.4,34.35,0.406742108,33.5,14.0,2
27.0,32.77,0.225581902,29.7,17.0,1
24.9,32.95,0.29157588,28.8,20.0,2
27.6,32.13,0.30008468,28.8,20.0,2
26.0,32.85,0.274223141,29.9,21.0,1
30.0,34.19,0.423155855,33.5,14.0,2
23.2,29.85,0.075028719,29.5,15.0,1
29.9,31.13,0.34061319,31.1,17.0,2
19.6,29.33,0.271704727,26.3,20.0,1
20.9,28.98,0.200988981,24.3,26.0,-1
27.3,33.49,0.37926155,30.7,18.0,2
24.4,29.48,0.196145944,23.1,22.0,0
29.7,33.76,0.194217749,26.9,20.0,0
19.6,28.89,0.090937335,25.2,25.0,0
30.5,34.59,0.486993784,34.0,14.0,2
19.6,28.92,0.118477722,21.2,34.0,-1
30.4,34.51,0.532100916,32.0,15.0,2
20.9,29.48,0.202438556,22.0,26.0,-2
19.6,28.85,0.008967168,20.4,33.0,-2
22.8,29.96,0.286848149,30.6,17.0,1
28.9,33.31,0.383975847,27.6,23.0,-1
28.8,30.92,0.555197149,32.9,14.0,2
28.8,32.8,0.315486405,28.9,15.0,2
25.2,31.89,0.195260318,28.5,18.0,2
25.1,34.2,0.291390248,24.7,22.0,-1
29.7,34.21,0.472538577,33.4,14.0,2
30.3,34.58,0.522208415,34.0,14.0,2
21.8,29.77,0.304402546,29.4,22.0,1
24.6,28.98,0.268573778,30.5,21.0,1
25.9,29.87,0.125303952,23.9,22.0,-1
29.6,31.59,0.220483724,32.0,15.0,-1
20.8,29.89,0.116254413,22.7,27.0,-1
19.6,29.03,0.344582324,20.4,32.0,-1
25.2,34.19,0.333959597,29.7,16.0,2
28.0,30.34,0.343701708,31.9,15.0,-2
24.6,29.1,0.141551823,28.0,20.0,1
19.6,28.85,0.008967168,20.4,34.0,-2
22.2,28.91,0.280410038,25.4,28.0,1
21.8,29.4,0.124042001,22.8,30.0,-2
23.5,29.11,0.061450388,20.9,27.0,-2
29.6,33.48,0.367802677,31.1,15.0,2
28.7,34.36,0.262090821,28.4,17.0,2
22.6,28.89,0.204827927,25.4,25.0,1
24.1,29.16,0.335727006,26.4,27.0,-1
27.4,34.31,0.422339015,32.8,16.0,1
20.3,28.96,0.240883658,20.7,29.0,-1
29.8,33.63,0.330653751,27.8,19.0,1
28.9,34.25,0.372217737,33.5,16.0,1
29.8,33.34,0.16537259,30.3,17.0,1
25.8,28.96,0.099652505,28.7,21.0,0
19.6,28.85,0.167062766,25.6,22.0,1
27.6,29.97,0.368155131,27.6,26.0,1
28.9,33.16,0.524306029,29.3,16.0,2
21.3,29.14,0.160261267,26.6,23.0,-2
24.6,31.39,0.303576655,30.8,18.0,2
28.5,33.64,0.220623863,29.9,17.0,2
29.1,33.65,0.472470821,26.7,18.0,-1
29.8,30.7,0.416612773,31.5,17.0,2
28.1,34.51,0.35866054,31.9,15.0,2
23.4,30.49,0.233001989,30.2,20.0,1
26.0,29.33,0.393926162,28.4,20.0,1
21.3,29.02,0.203655835,22.4,22.0,2
30.4,34.59,0.607305475,33.8,14.0,2
28.5,33.2,0.601058458,30.2,18.0,1
21.2,29.3,0.316086377,24.8,26.0,1
25.5,33.41,0.215762094,26.2,30.0,1
27.9,33.36,0.317130456,30.3,16.0,1
30.2,34.52,0.703925039,33.6,14.0,2
22.4,32.21,0.134970371,25.9,20.0,1
26.4,31.98,0.236221754,26.0,27.0,1
20.5,29.02,0.082780763,23.8,23.0,-1
29.4,33.96,0.496860242,33.3,17.0,2
26.6,33.14,0.188252248,31.6,18.0,1
20.9,28.86,0.24844851,21.9,29.0,1
25.8,32.09,0.135079303,28.7,17.0,0
20.7,30.09,0.13665944,20.6,30.0,0
20.2,29.01,0.188685849,26.5,26.0,1
30.5,34.59,0.508966425,33.0,14.0,2
28.4,30.99,0.19329451,29.2,16.0,1
27.4,32.32,0.353741992,27.3,21.0,1
30.3,34.55,0.425547163,32.3,15.0,2
26.5,31.76,0.116716391,23.0,28.0,1
26.3,31.43,0.325437151,29.4,18.0,1
25.5,30.7,0.293537145,30.3,21.0,2
19.6,28.85,0.151930062,20.4,34.0,-2
27.9,32.32,0.539503695,30.8,24.0,2
30.5,34.59,0.57389691,34.0,14.0,2
28.0,33.99,0.363918812,30.9,16.0,2
22.7,31.37,0.428870474,29.1,24.0,2
28.4,32.76,0.259532475,30.6,18.0,1
22.5,30.05,0.09354408,24.0,27.0,2
24.0,29.74,0.381884992,27.7,26.0,1
25.5,30.56,0.106106363,23.3,23.0,-2
19.6,29.25,0.242155682,23.3,28.0,1
25.2,34.11,0.41317859,32.4,17.0,2
28.8,34.52,0.316713282,30.3,16.0,2
29.4,32.38,0.333767734,29.5,19.0,1
30.2,33.89,0.297580581,32.8,15.0,2
20.5,29.29,0.2203001,25.0,18.0,2
27.7,33.22,0.498546664,33.1,17.0,2
28.4,31.29,0.276338154,28.6,15.0,1
28.3,31.54,0.363123645,31.6,18.0,2
27.0,32.92,0.334406537,31.9,16.0,2
29.0,34.3,0.455028324,32.3,15.0,2
26.6,33.37,0.311866228,32.7,16.0,2
23.2,29.47,0.312235655,30.2,18.0,2
24.7,31.23,0.46791502,32.1,14.0,1
25.6,32.81,0.315725806,32.1,15.0,2
22.8,33.82,0.194011638,28.8,17.0,0
23.7,31.95,0.244910831,28.7,19.0,1
23.5,31.01,0.075946208,31.7,16.0,2
28.1,30.28,0.402516961,29.9,19.0,0
28.7,34.19,0.341673298,32.2,15.0,2
21.4,30.51,0.302761351,23.4,28.0,0
29.2,33.19,0.223826278,28.4,16.0,-1
22.5,31.79,0.290982239,30.9,16.0,1
19.6,28.87,0.018225051,23.8,32.0,-1
27.7,33.83,0.484141565,30.5,20.0,2
28.4,33.53,0.276874466,33.0,15.0,2
28.1,32.39,0.420284546,32.7,17.0,2
30.0,33.6,0.505775715,33.8,14.0,2
24.1,33.05,0.441208781,31.3,17.0,2
22.1,32.81,0.36031776,32.3,18.0,2
22.1,29.05,0.109398314,27.7,25.0,1
30.4,34.58,0.472366843,34.0,14.0,2
22.2,28.88,0.337817766,21.5,27.0,-1
21.0,29.12,0.223786908,27.6,20.0,1
21.6,29.55,0.222945615,27.2,21.0,1
30.0,34.18,0.605345187,33.9,14.0,2
24.0,29.61,0.277965966,26.2,24.0,2
30.2,34.04,0.541243165,31.9,15.0,2
28.9,34.07,0.275782881,29.6,18.0,1
25.7,29.17,0.265963952,26.2,19.0,2
25.7,29.12,0.158113677,28.9,19.0,-1
28.4,31.6,0.174082966,29.6,16.0,2
23.1,28.85,0.156594221,21.5,21.0,-2
25.9,34.17,0.5726782,33.0,15.0,1
30.1,34.53,0.378172109,32.6,16.0,2
29.1,33.66,0.456500148,30.3,18.0,1
21.1,29.37,0.3510941,27.5,24.0,0
28.7,34.49,0.421413791,28.8,15.0,2
28.5,31.68,0.188449025,30.6,17.0,1
28.6,34.58,0.599101405,33.2,16.0,2
29.8,34.12,0.538164844,32.8,16.0,2
28.3,33.41,0.242127916,32.9,15.0,1
28.3,32.1,0.240328799,30.8,15.0,2
21.0,29.56,0.118087244,23.4,28.0,0
23.7,33.26,0.419172278,32.7,17.0,2
29.2,34.53,0.381590612,31.8,19.0,2
30.3,33.69,0.394730034,33.1,14.0,1
25.0,31.4,0.318989681,29.2,17.0,1
23.8,29.23,0.316736279,23.6,21.0,1
23.4,30.43,0.366600566,23.4,25.0,1
19.6,30.09,0.135366142,20.4,30.0,-2
28.1,32.21,0.204292221,26.2,20.0,1
30.3,33.53,0.559410912,33.6,14.0,2
27.5,33.96,0.367688125,32.4,14.0,1
30.4,34.58,0.573655034,33.3,16.0,2
23.7,31.68,0.27108619,30.2,17.0,1
22.9,32.35,0.150563158,28.2,19.0,2
24.1,29.69,0.358022393,29.9,19.0,2
27.3,32.28,0.231637231,29.1,16.0,1
26.4,33.46,0.308666354,32.2,17.0,2
30.5,34.46,0.472989693,31.5,16.0,1
29.8,32.22,0.272469608,28.2,17.0,1
19.7,29.41,0.056924829,20.4,31.0,1
21.1,29.33,0.235790065,22.2,28.0,-1
30.3,33.22,0.44809747,32.1,18.0,1
30.4,34.0,0.324523967,33.4,15.0,2
25.8,30.19,0.407892758,27.4,19.0,2
29.0,30.37,0.370906798,30.7,19.0,1
30.1,34.02,0.6457795,32.9,14.0,2
26.1,30.95,0.349793336,31.3,17.0,1
22.0,31.55,0.230893349,23.0,21.0,1
25.4,34.01,0.242572507,27.4,23.0,2
29.4,34.29,0.364408441,33.8,14.0,2
19.6,29.4,0.169611743,23.8,30.0,1
27.8,34.11,0.377381191,33.0,17.0,2
26.6,34.53,0.407136603,29.9,18.0,1
23.8,30.83,0.182390807,30.5,16.0,2
26.5,29.77,0.334217446,25.7,24.0,0
29.8,33.34,0.394290728,31.8,15.0,1
29.0,33.9,0.4064762,30.5,17.0,2
30.3,34.38,0.330983249,31.8,15.0,2
25.8,29.85,0.465352223,29.0,23.0,1
26.7,31.78,0.082437758,25.4,20.0,0
24.5,33.8,0.267151525,29.9,15.0,1
25.8,29.25,0.191327444,25.7,27.0,-2
21.8,32.69,0.485931036,29.5,20.0,2
24.7,32.19,0.474066641,30.9,22.0,2
29.7,33.62,0.453162078,32.9,14.0,1
29.8,31.72,0.283637938,31.9,17.0,1
22.5,29.97,0.137911189,20.4,30.0,-1
29.7,30.51,0.295235212,30.4,16.0,1
28.1,33.03,0.298847121,28.4,17.0,-1
21.0,31.73,0.252053495,24.7,28.0,2
25.4,33.17,0.363896806,28.5,25.0,2
30.0,33.15,0.355507844,30.7,16.0,2
21.7,31.4,0.311168346,28.4,18.0,2
20.1,28.86,0.053936413,21.2,25.0,-2
20.8,29.37,0.238861702,24.6,23.0,1
23.5,30.62,0.4584873,28.5,24.0,2
26.1,32.35,0.258689965,28.7,15.0,1
21.3,30.65,0.243022817,24.3,28.0,2
27.8,33.06,0.251663698,27.2,20.0,1
29.8,32.34,0.288793973,30.5,17.0,2
27.6,33.23,0.299018248,31.2,16.0,1
27.1,31.7,0.452359624,27.6,16.0,-1
21.3,29.43,0.203681722,25.2,27.0,1
24.9,31.78,0.281926372,27.1,23.0,-1
27.0,33.25,0.355157884,30.4,15.0,1
29.7,34.48,0.327422974,31.7,15.0,1
30.1,34.15,0.623101226,32.8,15.0,2
30.2,34.52,0.325725374,33.1,14.0,2
27.4,32.88,0.358237959,25.9,27.0,1
21.5,30.3,0.286053505,26.6,22.0,0
23.1,33.9,0.384668733,32.0,18.0,2
29.5,33.6,0.266980324,32.5,15.0,-1
30.4,34.58,0.468455088,33.9,14.0,2
21.5,29.01,0.082138314,22.9,20.0,1
28.1,32.51,0.475387266,30.9,16.0,2
19.9,28.92,0.213250883,20.8,31.0,-1
20.4,31.17,0.361742294,26.0,28.0,2
24.8,32.15,0.356390749,31.0,17.0,2
29.9,32.02,0.054086927,32.7,15.0,1
26.4,31.55,0.099354139,22.4,27.0,-1
27.1,32.86,0.084916447,27.7,20.0,1
22.8,29.07,0.23667676,24.4,26.0,-1
30.5,34.57,0.358015308,33.1,14.0,2
28.3,34.05,0.305965639,27.8,17.0,2
27.5,31.24,0.33306418,28.2,17.0,2
23.2,29.02,0.298150008,26.7,23.0,-1
23.7,30.65,0.332610539,29.8,18.0,2
25.7,31.01,0.244057602,27.3,22.0,2
22.4,30.02,0.256736086,23.8,22.0,1
30.0,34.21,0.312331816,31.3,16.0,2
30.4,34.42,0.477306009,33.6,14.0,1
29.5,33.69,0.316062373,30.8,15.0,2
27.4,29.61,0.396365288,30.4,15.0,1
21.5,29.79,0.251325248,25.0,24.0,-2
20.5,29.95,0.020423551,26.9,19.0,-1
20.6,28.86,0.108655463,24.7,27.0,0
29.6,33.89,0.520540645,31.5,16.0,2
29.2,29.59,0.314606492,29.1,16.0,-1
28.6,33.92,0.547105904,30.7,19.0,1
24.8,32.12,0.259507022,24.1,24.0,2
24.5,31.31,0.308513484,26.7,18.0,1
25.4,31.47,0.209930972,27.8,17.0,1
28.6,30.92,0.236177988,31.9,15.0,1
21.5,29.63,0.295048493,26.3,21.0,-1
30.5,34.57,0.377290989,33.9,14.0,2
28.5,33.49,0.475730404,30.3,18.0,2
27.4,34.06,0.471021576,33.7,15.0,2
30.4,33.82,0.305183788,33.4,15.0,1
30.5,34.59,0.609581929,33.9,14.0,2
29.7,32.71,0.556773691,33.9,14.0,2
25.6,32.67,0.311285324,33.2,16.0,2
28.4,32.62,0.357204229,25.7,24.0,-1
21.8,29.85,0.200866335,24.8,23.0,0
29.8,34.57,0.372270331,33.1,16.0,2
26.6,29.11,0.225924775,25.9,27.0,1
25.3,31.81,0.440999527,30.9,18.0,2
22.6,28.86,0.008967168,24.0,22.0,-1
27.6,32.66,0.356561623,29.2,16.0,-2
28.9,32.27,0.401509177,29.8,20.0,2
21.8,28.87,0.203978733,24.8,23.0,1
29.0,34.25,0.256287867,31.5,20.0,1
27.2,31.42,0.431142988,30.1,17.0,1
22.3,29.71,0.481118618,30.5,19.0,1
19.7,29.78,0.008967168,25.7,23.0,1
30.3,34.51,0.448068903,33.1,14.0,1
28.0,33.28,0.188628125,27.1,18.0,1
29.3,34.37,0.344246705,33.2,14.0,2
29.4,29.9,0.673167872,28.9,16.0,1
27.1,30.25,0.228485529,22.0,23.0,-1
24.4,30.7,0.47848921,29.6,19.0,2
29.8,34.57,0.403660449,32.2,16.0,2
29.0,32.21,0.478605085,33.1,15.0,2
25.1,31.16,0.276010659,31.2,16.0,2
29.8,34.03,0.263012994,33.0,15.0,1
30.4,34.58,0.336761239,33.9,14.0,2
29.2,34.49,0.278241103,31.2,14.0,1
30.4,34.39,0.429782282,31.9,15.0,2
26.7,34.33,0.122578368,29.5,25.0,2
29.3,30.38,0.174279234,28.0,18.0,1
26.5,34.07,0.180400664,32.3,15.0,1
23.0,32.83,0.183672792,27.0,20.0,-2
26.6,33.45,0.291955922,32.9,15.0,2
30.5,34.59,0.563737481,33.3,14.0,2
23.8,29.17,0.227901256,25.5,20.0,-1
30.5,34.59,0.512031824,33.9,14.0,2
30.4,34.52,0.304524979,33.7,14.0,2
28.4,33.05,0.270679537,28.0,17.0,-1
27.4,34.27,0.447889337,32.5,16.0,2
21.8,28.87,0.088507744,23.6,25.0,-1
29.1,34.29,0.295345743,32.5,14.0,2
30.1,34.04,0.237493874,33.5,14.0,2
21.9,29.35,0.123551019,21.2,27.0,0
26.9,30.96,0.437664554,27.5,20.0,-1
23.0,32.61,0.447947789,30.0,16.0,2
24.1,31.84,0.121231765,27.8,22.0,1
22.8,29.33,0.008967168,22.4,26.0,-2
22.1,32.21,0.337528895,26.9,26.0,2
25.8,32.77,0.174521442,31.7,16.0,2
22.4,29.8,0.21234512,23.4,28.0,1
20.9,29.48,0.070745165,30.7,25.0,2
24.8,32.58,0.235950603,27.3,24.0,1
29.4,32.78,0.239797155,30.3,17.0,2
29.1,32.68,0.166970064,30.5,16.0,-1
28.0,32.32,0.336746368,31.6,17.0,2
29.3,32.8,0.602485632,33.2,14.0,2
27.1,33.94,0.180895782,28.8,17.0,0
20.3,29.35,0.248849615,30.3,23.0,2
22.6,29.34,0.142289696,31.1,17.0,2
25.4,32.68,0.305127519,32.2,20.0,2
29.8,34.5,0.268758044,30.6,18.0,2
22.9,30.16,0.192634652,26.0,21.0,1
22.8,28.97,0.427374268,29.6,23.0,1
30.2,34.32,0.472816089,33.4,15.0,1
27.3,32.76,0.267738445,29.8,16.0,2
23.8,32.87,0.175524787,31.9,16.0,2
21.1,29.36,0.008967168,24.0,28.0,0
28.3,32.11,0.228870433,24.7,18.0,0
22.3,29.91,0.205291754,24.3,28.0,1
24.9,30.38,0.338490799,26.5,23.0,1
26.6,29.06,0.443452823,29.4,18.0,2
23.9,28.86,0.008967168,23.0,27.0,-2
21.1,29.26,0.116318764,23.6,24.0,-1
29.2,33.58,0.379428796,32.0,15.0,2
30.0,33.48,0.459194765,32.0,15.0,1
27.4,33.39,0.425318531,31.4,16.0,2
21.4,31.29,0.442233287,30.8,19.0,2
29.5,31.64,0.492666494,32.3,15.0,2
27.6,32.67,0.245373839,32.6,17.0,2
20.2,31.72,0.252030264,25.9,17.0,1
27.1,29.86,0.329938143,31.6,17.0,2
26.9,33.1,0.385236461,33.4,15.0,2
21.1,32.65,0.305258105,27.1,22.0,2
21.0,29.0,0.276440887,24.1,28.0,-1
26.8,32.04,0.259010139,32.0,20.0,1
23.6,34.48,0.254655807,32.5,15.0,2
23.4,34.43,0.228690001,30.8,15.0,1
26.1,29.62,0.066847925,24.6,18.0,2
28.7,34.49,0.53418952,33.1,15.0,2
20.8,29.25,0.244546501,25.1,26.0,0
27.2,30.86,0.316366525,32.0,17.0,2
24.6,32.9,0.269938448,28.9,22.0,2
22.1,31.01,0.270858446,30.1,18.0,1
23.9,32.46,0.461363345,28.6,21.0,2
29.8,32.59,0.547904646,30.0,16.0,1
28.3,33.57,0.54470883,32.9,15.0,2
22.2,34.05,0.324374884,30.8,20.0,2
24.8,29.47,0.317238667,30.9,20.0,2
26.8,34.38,0.356756993,30.9,20.0,1
28.7,33.86,0.255500825,30.4,16.0,1
19.6,28.88,0.148056824,23.3,28.0,-2
27.5,32.78,0.283372784,31.7,15.0,1
21.2,30.97,0.41151997,28.7,22.0,1
20.0,28.91,0.116354845,20.4,34.0,-2
28.1,30.01,0.157045917,30.2,18.0,0
