Radiation-Temp,Wrist_Skin_Temperature,GSR,Ambient_Temperature,Ambient_Humidity,Label
31.0,34.97,0.306076,32.1,17.0,3
30.9,34.17,0.0972411,33.1,22.0,-1
31.1,35.05,0.29087281,31.7,17.0,-1
32.6,29.11,0.1475893,31.1,22.0,-1
31.5,36.33,0.06156686,32.4,26.0,2
24.5,34.23,0.1488756,23.8,33.0,-3
22.5,34.09,0.7369903,28.7,32.0,-1
28.0,34.05,0.325616,32.3,30.0,1
22.3,33.35,0.1177883,22.5,42.0,-1
24.1,34.13,0.2560576,24.6,35.0,-1
28.3,35.73,0.1317698,29.7,29.0,-1
21.6,34.43,0.414835,24.3,48.0,-1
25.7,34.27,0.8444545,26.1,30.0,-1
24.6,33.63,0.04853421,24.1,33.0,-1
28.1,35.33,3.109927,27.7,34.0,3
22.7,33.85,0.7347519,22.5,43.0,-1
21.7,33.71,0.05822752,21.9,34.0,-1
29.7,34.21,0.0682696,33.1,18.0,2
24.3,36.27,0.2679643,24.2,41.0,-1
32.7,35.21,0.12882531,36.6,25.0,3
30.1,35.35,0.4078291,31.6,28.0,-1
22.3,34.03,0.5847694,22.5,42.0,-1
22.0,28.63,0.1640982,22.5,42.0,-1
21.3,35.75,0.9650141,21.8,43.0,-1
33.8,35.37,3.926892,34.3,31.0,3
24.5,33.65,0.09625601,23.2,42.0,-1
31.7,34.43,0.01652942,32.3,26.0,3
26.7,35.61,0.0800481161,29.6,24.0,-3
21.5,33.19,0.5398842,21.9,38.0,-1
21.8,31.31,0.5696611,21.5,39.0,-1
24.5,34.13,0.12109732,29.1,25.0,-1
28.0,34.23,0.601204931,34.5,18.0,3
24.8,34.13,0.04466452,26.0,40.0,-1
22.4,33.23,0.09715537,28.3,24.0,3
25.4,34.41,0.0845862,26.2,33.0,-1
26.0,32.29,0.138886,28.2,31.0,0
18.1,33.21,0.282366,19.4,44.0,-2
28.3,34.63,0.573586,31.8,24.0,3
22.9,32.67,0.105037,22.7,42.0,-3
18.5,33.99,0.093825,18.5,44.0,-1
32.5,35.37,3.16454542,33.8,18.0,2
32.0,35.01,0.9886896,35.1,19.0,3
23.2,33.49,0.4685021,24.5,43.0,-1
30.1,34.41,0.1727291,31.6,24.0,3
24.4,33.87,0.8381252,26.5,39.0,0
24.1,33.01,0.1259229,23.5,31.0,-2
31.3,35.33,0.095866,34.3,22.0,2
29.8,35.45,0.1349802,31.1,29.0,2
24.5,34.51,0.160186,24.5,34.0,-1
32.7,34.77,0.8105087,33.2,19.0,3
32.4,33.25,0.01453317,34.9,16.0,3
24.3,32.87,2.087863,29.4,26.0,2
22.1,30.95,0.2480757,22.5,39.0,-2
27.7,34.05,0.2445883,26.4,32.0,2
27.5,34.45,0.04103856,30.2,30.0,2
20.6,31.43,0.8571341,24.3,45.0,-1
33.1,35.05,0.1885109,34.3,18.0,3
22.8,34.83,0.1064391,22.3,37.0,-1
24.3,35.41,0.01361111,24.5,31.0,-1
33.9,33.43,0.06787841,35.5,24.0,2
21.1,34.39,0.182788,22.2,32.0,-1
23.6,34.11,0.2778382,23.0,39.0,-1
30.7,34.97,0.1619057,35.1,28.0,3
28.8,33.41,0.01807735,29.1,21.0,0
28.3,35.13,0.1257477,32.8,24.0,3
26.3,33.83,0.078908564,25.4,34.0,-1
22.7,36.11,0.2757381,22.7,41.0,-1
21.7,32.03,0.1138751,21.6,44.0,-1
21.7,34.07,0.106565,21.3,32.0,-1
35.1,36.41,0.1039478,33.7,18.0,3
28.6,35.17,0.1458897,28.1,43.0,-3
31.3,35.31,0.175966,32.9,29.0,0
26.7,34.67,0.2559353,27.0,22.0,1
28.7,34.91,0.94411,27.1,42.0,-3
29.4,34.07,1.0685714,36.2,19.0,2
29.5,34.19,0.0999061,29.8,25.0,-1
32.2,35.73,0.08597971,33.3,22.0,2
27.6,35.01,0.170633,29.6,19.0,3
31.1,33.75,0.09994322,32.5,23.0,3
28.2,35.67,0.3855803,31.0,19.0,3
28.3,33.85,1.1943,27.9,30.0,1
32.0,35.07,4.065802,34.4,23.0,2
26.4,33.53,0.5878885,26.3,28.0,-1
29.2,29.77,0.0961575,32.8,28.0,3
21.7,30.25,0.1067784,26.3,42.0,-1
21.4,36.25,0.8286097,21.2,41.0,-3
22.3,36.31,0.086029,22.8,42.0,-2
22.7,34.05,0.2615485,22.7,43.0,-1
32.4,33.27,0.01142321,34.9,22.0,3
25.1,29.89,0.0962271,29.2,29.0,0
24.4,33.61,0.9275066,25.9,37.0,-1
32.1,35.03,3.017866,35.1,27.0,3
20.9,34.63,0.1088229,23.0,43.0,-1
27.9,34.19,0.1175234,29.0,29.0,-1
21.1,33.15,0.1709932,21.9,41.0,-3
29.5,34.89,0.1039331,34.7,22.0,3
28.1,34.11,0.00555512,30.0,29.0,0
33.2,35.39,0.186496,35.3,16.0,2
23.1,34.25,0.1564994,24.9,29.0,0
22.0,35.09,0.1336993,22.7,44.0,-1
29.0,34.13,0.13142289,30.8,30.0,3
21.4,34.89,0.09566862,21.3,44.0,-3
24.9,34.25,0.2868753,23.0,34.0,-1
23.7,34.13,0.1275893,27.1,30.0,2
25.7,34.43,0.05003701,25.7,42.0,-1
28.4,35.11,0.386514,29.1,35.0,-2
26.2,34.23,0.2637892,28.3,31.0,0
25.7,34.37,0.132611,29.3,33.0,-1
26.8,33.27,0.065111171,28.6,35.0,-1
25.9,34.11,0.2679294,26.6,39.0,-1
19.5,32.55,0.41559921,19.1,40.0,-2
26.2,29.35,0.09095522,28.1,31.0,-1
31.4,34.23,2.06623,33.6,14.0,2
32.3,35.35,0.07826883,33.2,18.0,3
26.0,34.25,0.0801093515,31.8,29.0,0
24.5,35.21,0.091735,27.5,29.0,-1
22.2,32.11,0.06766753,22.5,43.0,-1
26.3,34.23,0.8255226,36.6,17.0,-1
33.6,35.77,0.14297612,34.7,21.0,2
28.3,33.25,0.01606913,28.3,35.0,0
24.3,35.51,0.1177681,30.5,39.0,0
24.3,35.97,0.117921,25.6,41.0,-1
26.1,34.55,0.1276353,31.6,30.0,0
27.6,34.91,0.078231281,30.9,30.0,0
25.4,32.77,0.1666698,28.6,31.0,-1
21.6,33.11,0.1236231,21.2,43.0,-1
22.3,35.73,0.8397041,23.1,42.0,-1
23.5,34.49,0.09993413,24.2,41.0,3
22.7,35.03,0.2622101,22.6,41.0,-1
33.3,34.09,0.407596,33.3,24.0,3
22.5,35.11,0.126008,21.6,42.0,-2
28.8,32.57,0.175077,28.2,40.0,-2
24.7,35.99,0.05569688,24.3,43.0,-1
18.4,34.43,0.1367994,18.8,45.0,-1
29.5,35.17,0.1307375,32.3,23.0,3
30.4,35.79,0.10407613,30.0,30.0,3
32.9,34.51,0.39496961,33.8,21.0,3
22.4,34.07,0.1059654,22.8,39.0,-1
25.1,35.09,0.09994873,27.7,39.0,0
25.3,32.89,0.11113921,24.5,38.0,-1
26.6,34.31,0.7267072,24.4,34.0,3
22.3,33.95,0.2566883,22.6,43.0,-1
30.0,34.07,0.09394821,31.1,22.0,0
23.7,34.89,0.119912,23.1,47.0,-2
26.4,33.75,0.0973586,26.4,28.0,-1
32.2,32.39,0.08317965,35.9,17.0,-1
25.5,33.77,0.150147,25.3,27.0,0
22.6,32.73,0.586777,22.2,41.0,-1
29.4,34.97,0.08079393,32.4,23.0,1
25.5,33.93,0.283466,25.3,40.0,-1
24.8,35.65,0.158869,28.3,30.0,-1
22.3,34.33,0.2049371,22.3,33.0,-2
29.5,33.97,0.1613694,33.2,26.0,-3
21.6,34.89,0.09086766,22.6,33.0,-1
26.8,30.83,0.1079084,25.5,35.0,-1
22.9,32.95,0.136889,22.6,38.0,-1
21.8,34.03,0.011439862,21.3,43.0,-3
23.0,33.81,0.09082047,23.1,42.0,-1
26.3,34.11,0.259836,30.0,28.0,0
26.7,34.33,0.38684761,25.3,43.0,-1
30.4,34.75,0.1155931,32.8,24.0,2
24.0,33.93,0.8583376,24.6,30.0,-1
25.9,34.87,0.1188803,25.6,32.0,-1
25.9,34.07,0.1048221,25.9,33.0,0
27.8,34.91,0.536829,31.3,24.0,0
25.8,34.11,0.09594811,26.4,33.0,-1
30.2,34.03,0.9298887,32.9,21.0,2
22.5,35.75,0.117588,22.2,41.0,-2
25.1,34.79,0.095735,25.5,31.0,-1
33.5,35.91,3.253442,31.8,31.0,3
21.6,34.17,0.1729084,22.4,42.0,-1
34.1,34.97,0.08553371,35.0,22.0,2
24.2,34.29,0.076525961,23.8,33.0,-1
21.5,34.89,0.7651188,21.7,35.0,-1
21.1,35.47,0.06257593,22.3,40.0,-1
21.3,32.17,0.5568891,25.8,33.0,-1
25.7,33.81,0.1068894,28.8,40.0,2
31.4,33.67,0.155886,32.1,20.0,2
31.9,34.05,0.05572342,32.5,22.0,-1
22.3,32.63,0.136896,19.4,41.0,-1
24.0,34.09,0.8088901,26.2,33.0,-2
26.0,36.85,0.1026576,27.0,41.0,-1
30.4,35.19,0.06781539,32.3,22.0,2
30.4,35.65,0.14146432,30.0,34.0,2
29.5,34.93,0.07887961,31.6,31.0,-2
18.8,33.77,0.331768,19.6,40.0,-1
29.2,35.11,0.07633471,33.3,25.0,2
22.5,35.61,0.302486,22.8,37.0,-1
23.9,36.03,0.0960861,23.3,38.0,-1
25.5,32.11,0.5243852,25.5,23.0,-1
25.0,34.15,0.0686843,25.5,48.0,-1
30.3,34.29,0.05837291,32.1,23.0,2
26.4,35.95,0.1348346,28.6,29.0,-2
21.9,31.67,0.102286,22.4,33.0,-1
28.2,33.93,0.1089061,28.8,24.0,2
29.9,35.31,3.180768,33.5,18.0,3
29.4,33.95,0.144622,28.6,32.0,-1
27.1,35.77,0.09997594,29.4,29.0,-1
18.8,33.39,0.281217,22.4,32.0,-1
25.6,35.75,0.9887561,25.9,29.0,-1
22.7,34.79,0.288811,22.6,41.0,-2
25.2,35.25,0.0975952,24.0,45.0,-2
24.0,33.97,0.15221742,24.8,45.0,-1
18.7,31.41,0.176047,19.5,41.0,-1
25.7,33.93,0.5685741,25.3,38.0,-1
25.7,33.75,0.7999064,25.6,33.0,-2
25.5,34.23,0.109834,29.4,29.0,-1
25.6,33.53,0.1023442,25.9,37.0,-3
21.3,33.95,0.09887832,21.2,41.0,-1
18.0,34.99,0.2489898,26.9,42.0,-1
21.4,31.05,0.09997901,21.1,44.0,-1
26.1,34.27,0.09717497,30.2,26.0,3
19.5,34.81,0.1609031,19.3,42.0,-1
24.6,35.69,0.9186949,24.6,37.0,-2
28.4,33.17,0.9796914,32.2,26.0,3
21.0,32.81,0.088396827,21.2,43.0,-2
23.5,34.39,0.9085341,23.1,42.0,-1
30.4,33.21,0.120175,32.0,23.0,3
33.8,34.11,0.1908763,34.1,20.0,3
22.9,33.81,0.06783515,23.4,40.0,-2
31.8,33.75,0.1444459,31.1,21.0,-2
22.7,29.95,0.05611393,22.5,38.0,-1
25.2,34.31,3.415415,25.7,29.0,-1
26.5,33.59,0.01246031,25.9,42.0,-2
23.3,32.29,0.08818391,23.4,42.0,-1
22.6,34.19,0.04908839,22.6,41.0,-1
22.5,35.57,0.115839,23.3,43.0,-1
26.5,32.85,0.577096,26.8,29.0,1
33.1,35.93,1.96586,33.5,25.0,2
24.7,34.79,0.4545682,24.2,35.0,-1
24.1,36.05,0.1024883,24.2,35.0,-3
23.2,29.99,0.09523941,23.0,42.0,-3
26.1,35.01,0.01011534,27.4,31.0,2
30.1,35.69,0.7116421,34.9,18.0,3
21.7,34.27,0.165075,28.6,38.0,-1
21.6,34.77,0.338909,22.6,44.0,-1
28.1,34.01,0.1059372,29.4,21.0,-3
32.9,35.15,0.316834,35.4,17.0,3
27.7,33.59,0.0886923,26.5,34.0,-1
24.9,34.79,0.206577,24.9,43.0,-1
22.8,34.11,0.1222187,22.6,35.0,-1
26.3,30.75,0.256874,28.4,33.0,-1
24.1,33.27,0.5792902,24.5,43.0,0
28.1,35.29,0.1605493,29.5,24.0,3
23.1,34.41,0.07755066,23.6,41.0,-2
33.4,33.61,0.286313,34.1,19.0,3
25.2,29.73,0.1630461,27.6,30.0,0
27.4,34.73,1.072951,30.2,21.0,0
24.4,31.49,0.9760113,25.5,28.0,0
27.1,32.09,0.2598451,26.4,29.0,0
21.9,32.13,0.2489449,19.8,40.0,-2
26.2,34.43,0.12096966,25.5,34.0,-1
26.9,35.85,0.9597732,25.2,43.0,-1
28.1,34.19,0.1569061,31.4,31.0,-1
23.7,29.97,0.06419915,23.1,40.0,-2
21.8,35.03,0.1196852,22.5,43.0,-2
31.8,34.51,0.08247543,34.5,30.0,1
22.1,34.71,0.06781321,26.0,45.0,-1
20.6,33.47,0.14075,20.4,39.0,-2
21.6,34.15,0.05914591,21.8,42.0,-1
25.0,35.61,0.0805277,30.2,30.0,2
21.9,36.23,0.2593229,21.3,41.0,-1
32.1,35.63,0.04451282,35.1,18.0,3
29.3,35.77,0.4255647,30.4,29.0,2
18.9,33.75,0.076236887,18.9,41.0,-1
30.4,35.09,0.331412,31.3,24.0,3
30.6,34.39,0.137786,30.4,25.0,1
26.9,34.93,0.76418862,27.7,25.0,1
27.5,32.69,0.094823,30.6,29.0,-1
24.3,35.85,0.1170661,29.4,33.0,0
29.1,34.59,0.3027981,28.9,44.0,-1
23.9,36.09,0.2340994,23.2,41.0,-1
21.1,33.09,0.2258993,21.7,39.0,-1
21.9,33.15,0.1360231,27.4,40.0,-1
21.4,33.47,0.0673765,21.5,44.0,-1
25.9,34.15,0.3610331,28.8,39.0,-1
22.2,30.29,0.1737862,22.3,33.0,-2
22.1,34.11,0.7448042,25.0,34.0,1
29.2,35.61,0.55981253,31.1,27.0,0
27.6,35.59,0.3389763,29.6,25.0,-1
25.7,34.43,0.07155966,25.9,35.0,-1
26.8,32.13,0.00244867,26.3,29.0,0
25.5,35.77,0.1280887,24.1,43.0,-1
29.9,34.03,0.271589,31.1,25.0,2
23.2,32.81,0.127598,23.7,34.0,0
22.0,34.95,0.01673433,22.9,42.0,-2
21.8,33.13,0.08415822,21.7,41.0,-1
23.8,33.13,0.9084089,23.6,42.0,-1
22.7,34.37,0.03486421,23.4,32.0,0
28.9,35.91,0.0,31.1,24.0,2
30.1,36.23,0.7181876,31.8,31.0,3
21.2,33.77,0.1701299,21.6,41.0,-1
31.3,34.07,0.0971628,34.4,19.0,0
21.6,33.79,0.111922,22.4,43.0,-1
27.4,34.37,0.725617,29.2,21.0,-2
18.3,32.51,0.1279381,20.8,42.0,-1
25.5,29.49,0.10789917,24.2,44.0,-1
22.1,34.07,0.00496717,22.3,42.0,-1
25.9,32.11,0.1612221,25.5,49.0,-1
23.8,34.73,0.8442965,23.6,33.0,-1
32.8,34.09,0.1348803,36.7,18.0,0
26.3,34.27,0.153575,27.4,30.0,-2
22.4,33.31,0.1389793,22.2,39.0,-1
26.3,34.03,0.103468,25.1,31.0,-3
31.0,31.73,0.1588993,32.8,20.0,2
26.1,33.37,0.0982387,26.9,28.0,1
21.1,36.03,0.4098242,22.4,43.0,-1
21.1,29.65,0.01651131,21.8,41.0,-1
30.6,34.73,0.1574154,32.9,22.0,3
22.9,33.73,0.01674413,22.6,46.0,-1
31.3,35.35,0.1067355,31.0,24.0,2
23.0,33.73,0.1277753,23.7,41.0,-1
28.6,34.63,0.1640757,29.3,25.0,3
29.1,34.11,0.158878,29.6,25.0,2
18.4,33.81,0.4978478,18.9,39.0,-1
30.5,34.61,0.2514393,34.1,27.0,3
22.1,34.95,0.1124683,22.6,41.0,-1
22.1,34.51,1.096859,23.0,37.0,-1
22.6,36.23,0.08447532,22.6,33.0,-2
23.5,34.35,0.4038653,23.6,35.0,-1
21.1,34.45,0.04353827,21.5,43.0,-1
22.4,34.43,0.2493162,27.9,31.0,-1
31.1,32.31,0.153597,29.8,29.0,0
21.6,32.87,0.2585231,21.3,38.0,-1
23.3,35.83,0.2775757,23.0,43.0,-3
21.3,34.37,0.8122867,22.6,34.0,-1
25.4,31.77,0.0624881,24.2,33.0,-1
23.4,33.27,0.9390947,22.8,43.0,0
22.2,34.01,0.41741766,28.7,29.0,-1
28.9,33.91,0.0783750,32.7,22.0,1
24.7,34.85,0.08946347,24.7,42.0,-3
21.4,33.59,0.017524097,22.9,42.0,-1
23.5,35.29,0.9751121,23.5,43.0,-1
29.8,35.01,0.1435883,33.8,18.0,2
22.2,33.65,0.5472822,22.4,43.0,0
22.2,35.25,0.36607621,22.2,43.0,-3
29.4,32.29,0.1088688,35.4,23.0,3
30.1,35.07,0.1526862,32.8,21.0,1
26.1,36.61,0.30295519,25.9,42.0,-2
33.3,34.01,0.03481236,34.5,18.0,2
27.8,34.79,0.09519941,28.8,30.0,-1
29.6,33.87,0.5656422,30.0,21.0,1
31.5,35.17,0.351201,31.8,29.0,0
22.9,33.77,0.00944425,24.2,42.0,-1
30.0,34.33,0.313866,33.7,28.0,2
23.3,34.53,0.1775753,23.4,37.0,0
23.0,35.41,0.3907723,22.3,42.0,-1
31.1,34.23,0.333411,32.8,21.0,2
24.3,34.99,0.1575604,26.9,44.0,-2
26.2,35.13,0.0999087,25.6,37.0,-1
18.7,33.09,0.114066,21.5,33.0,-1
22.0,34.23,0.04408431,22.3,44.0,-1
31.2,36.25,0.08419422,30.2,22.0,-1
27.0,35.69,0.7356666,29.0,30.0,3
24.1,35.93,0.8752766,24.7,41.0,-1
23.6,34.73,0.1133234,23.6,39.0,-3
29.4,34.79,0.170122,29.2,31.0,-1
23.6,34.67,0.06113351,23.2,29.0,-1
31.1,35.11,0.06072899,32.9,26.0,2
26.8,32.29,0.103979,27.4,28.0,-2
21.9,36.35,0.1558752,21.5,37.0,-1
29.9,34.21,0.1479345,26.5,32.0,-1
25.9,34.53,0.1437391,35.4,17.0,2
22.0,36.19,0.08398812,22.1,38.0,-1
28.5,34.05,0.2377691,27.7,46.0,2
23.3,34.83,0.1075603,28.2,34.0,-2
22.0,36.51,0.362589,22.4,42.0,-1
21.1,34.15,0.09946235,21.6,41.0,-2
23.0,34.55,0.09991903,23.6,44.0,-1
22.4,32.33,0.0873946,22.1,42.0,-1
21.8,36.45,0.3975996,21.9,42.0,-1
24.0,34.11,0.6079484,24.5,33.0,-1
26.8,32.57,0.16093566,29.4,22.0,3
23.6,35.33,0.8278876,24.1,33.0,3
20.1,33.75,0.07611883,20.4,42.0,-1
22.5,34.93,0.9888901,20.8,41.0,-1
32.3,29.81,0.00784511,35.1,25.0,3
29.5,33.19,0.01482531,31.2,28.0,2
22.0,34.13,0.236838,22.5,45.0,-1
21.1,34.79,0.1524502,21.3,37.0,-1
31.6,34.59,0.1208101,33.8,28.0,1
21.1,33.91,0.0953417,22.3,42.0,-2
31.9,34.57,0.53586527,32.6,18.0,0
28.1,35.83,0.320110,30.0,27.0,2
22.7,34.83,0.1878181,22.9,33.0,-1
22.1,32.83,0.05983766,22.0,36.0,-1
29.2,34.13,0.1204274,34.5,28.0,2
23.0,34.29,0.466838,23.2,42.0,-1
20.8,31.03,0.403596,20.6,41.0,-2
22.4,31.77,0.149888,22.4,39.0,-1
33.7,34.09,0.91758,34.1,17.0,3
28.3,36.31,0.20403458,34.7,19.0,2
28.8,35.57,0.05878757,33.2,23.0,2
32.5,33.47,3.444617,32.8,22.0,2
29.6,34.03,0.05141783,29.6,36.0,-1
24.8,33.81,0.1637661,26.0,30.0,0
22.9,35.29,0.1429576,22.5,42.0,-2
20.3,32.89,0.03408933,22.2,36.0,-1
31.3,34.13,0.8981211,32.8,20.0,2
25.6,34.35,0.095178,24.1,42.0,-1
24.8,33.03,0.07886889,23.0,42.0,-1
28.2,34.89,0.07646462,28.9,34.0,-1
22.4,33.95,0.7497631,22.9,38.0,-1
22.7,35.35,0.0049668,27.7,40.0,-1
21.4,34.69,0.7111417,22.2,44.0,-1
22.9,34.83,1.151142,22.8,45.0,-1
19.6,32.79,0.4114299,19.2,42.0,-1
24.1,34.89,0.09994219,26.6,23.0,-3
27.4,29.95,0.9493353,24.2,30.0,-1
26.2,34.31,0.1204174,30.5,30.0,-1
28.2,33.41,0.9086346,31.4,33.0,0
27.0,34.93,0.1369234,26.2,26.0,-1
24.9,34.51,0.08717083,24.1,33.0,0
31.1,34.85,0.105575,31.9,19.0,0
34.9,34.33,0.07823863,35.0,18.0,1
26.9,35.85,0.131789,29.4,29.0,-1
32.3,34.37,0.278875,36.0,21.0,3
21.3,34.31,0.1255802,21.7,43.0,-2
30.2,34.33,0.391501,35.7,25.0,3
33.7,35.37,0.09992473,35.2,19.0,3
26.4,36.67,0.08259812,30.0,30.0,2
23.6,36.41,0.24691653,24.2,47.0,-1
17.9,34.41,0.116892,17.8,42.0,-2
32.9,34.01,0.9674413,34.1,21.0,-1
22.0,34.03,0.7999061,22.6,43.0,-1
25.7,34.21,0.134466,28.3,28.0,-1
25.6,34.97,0.01009637,27.5,28.0,-1
24.2,33.61,0.1099084,24.7,38.0,-2
18.9,33.61,0.1088982,19.4,41.0,-1
25.6,34.89,0.08898372,27.8,29.0,-1
28.1,34.01,0.08744883,33.1,16.0,3
23.9,36.91,0.6111325,23.1,36.0,-2
22.2,34.85,0.0393061,22.3,44.0,-2
25.4,32.67,0.01077391,25.4,42.0,-1
23.3,34.31,0.1077883,22.9,45.0,-1
27.1,34.11,0.06786612,26.2,29.0,-1
